label,date,qbin,mu0,mu0_se_hac,n,r2,mu1,mu2,mu1_se,mu2_se,success,cost,M,q_outlier
EX:GATE_IO,2025-05-18,Q0.8000_0.9000,5.601970241764759e-05,3.4207793564677765e-06,5432,0.07483464072270785,0.00012888453357333965,0.02731927569691655,4.298659073907317e-05,0.1918298871214378,True,0.0006047207302003862,10,0.999
EX:GATE_IO,2025-05-18,Q0.9000_0.9500,3.334491046600754e-05,3.5393913443554687e-06,2136,0.06270177975858715,0.00011798404486400859,1.0000000224101103e-06,0.0001475995082078656,0.5034516245436043,True,0.00021417548961416745,10,0.999
EX:GATE_IO,2025-05-19,Q0.8000_0.9000,4.20583511142284e-05,3.1204876966620412e-06,8008,0.03365665947364049,7.497644786902577e-05,0.17448238681813835,3.1483562260067e-05,0.23812434680208477,True,0.0011757355382919449,10,0.999
EX:GATE_IO,2025-05-19,Q0.9000_0.9500,2.7631085955105514e-05,3.0253475017705424e-06,2999,0.03472898968385818,9.620790493034829e-05,6.456143032474816e-05,0.00013039089229490396,0.5489534085838284,True,0.00037890766157237836,10,0.999
EX:GATE_IO,2025-05-19,Q0.9500_0.9700,3.1427374432608944e-05,4.538681006587497e-06,1053,0.06714403104833999,0.00013706271294760275,0.0026892697067140234,0.000390356477110244,0.9709316605131487,True,0.00013612242999646988,10,0.999
EX:GATE_IO,2025-05-19,Q0.9700_0.9900,2.4681125289953288e-05,3.0010735485103692e-06,1073,0.08433444030303017,0.00014366380633518716,1.1813115212233573e-06,0.0002340050271292586,0.4662206147466122,True,0.0001186133428940164,10,0.999
EX:GATE_IO,2025-05-20,Q0.8000_0.9000,4.6911133563938865e-05,3.230608469536884e-06,6317,0.043253990992343616,0.00011445581167199647,1.0000000000059214e-06,4.627979698500904e-05,0.23349086626169135,True,0.0008785231955360759,10,0.999
EX:GATE_IO,2025-05-20,Q0.9000_0.9500,1.936202797744225e-05,2.7080763724150963e-06,3036,0.024658233494298853,6.989817217468183e-05,0.00013058235330210314,0.0001127069134265987,0.6400436916232026,True,0.00028175083979038105,10,0.999
EX:GATE_IO,2025-05-20,Q0.9700_0.9900,2.2867136657077598e-05,2.9623217242355883e-06,1001,0.08489636997743788,7.449860082317954e-05,0.1649425981693213,0.0001261581339154163,0.4827257934061592,True,9.426186010117909e-05,10,0.999
EX:GATE_IO,2025-05-21,Q0.8000_0.9000,5.4736601976748484e-05,2.9764671714642882e-06,6550,0.06100915822225239,0.00013335113077075328,4.0464586262952793e-05,4.5174318502322455e-05,0.19321633493273468,True,0.0008825560291274722,10,0.999
EX:GATE_IO,2025-05-21,Q0.9000_0.9500,3.1847426626515564e-05,3.45411829571101e-06,2252,0.04423607592297041,7.297834332646051e-05,0.165961924146558,0.00010873910040685953,0.6022423021299461,True,0.0002926127775730424,10,0.999
EX:GATE_IO,2025-05-21,Q0.9500_0.9700,2.954763815025982e-05,4.5741514158224315e-06,1030,0.06790562241339515,0.0001295414491853692,1.000000063769114e-06,0.0003901151258955303,1.024831665907174,True,0.0001169436772136484,10,0.999
